entity,code,theyear,prevalence_mental_disorders_male_percent,prevalence_mental_disorders_female_percent,population_historical_estimates,continent,unique_id,happiness_rank,country,region,happiness_score,economy_gdp_per_capita,family_social_support,health_life_expectancy,freedom,trust_government_corruption,generosity,the_year
Japan,JPN,2017,11.75469676,9.485691847,127502728,,50,51,Japan,Eastern Asia,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.163760737,0.120572768,2017
Japan,JPN,2018,11.73400508,9.470130149,127202190,,53,54,Japan,Eastern Asia,5.915,1.294,1.462,0.988,0.553,0.15,0.079,2018
Japan,JPN,2019,11.68849996,9.445601001,126860299,,57,58,Japan,Eastern Asia,5.886,1.327,1.419,1.088,0.445,0.14,0.069,2019
Jordan,JOR,2015,14.056132,16.08776245,9266573,Asia,81,82,Jordan,Middle East and Northern Africa,5.192,0.90198,1.05392,0.69639,0.40661,0.14293,0.11053,2015
Jordan,JOR,2016,14.02789562,16.06018816,9554286,,79,80,Jordan,Middle East and Northern Africa,5.303,0.99673,0.86216,0.60712,0.36023,0.13297,0.14262,2016
Jordan,JOR,2017,13.99519284,16.04165133,9785840,,73,74,Jordan,Middle East and Northern Africa,5.335999966,0.991012394,1.239088893,0.604590058,0.418421149,0.119803272,0.17217046,2017
Jordan,JOR,2018,14.00784291,16.10159729,9965322,,89,90,Jordan,Middle East and Northern Africa,5.161,0.822,1.265,0.645,0.468,0.134,0.13,2018
Jordan,JOR,2019,14.04688524,16.23024931,10101697,,100,101,Jordan,Middle East and Northern Africa,4.906,0.837,1.225,0.815,0.383,0.13,0.11,2019
Kazakhstan,KAZ,2015,10.49675657,10.61190546,17572010,Asia,53,54,Kazakhstan,Central and Eastern Europe,5.855,1.12254,1.12241,0.64368,0.51649,0.08454,0.11827,2015
Kazakhstan,KAZ,2016,10.49377161,10.60780114,17830902,,53,54,Kazakhstan,Central and Eastern Europe,5.919,1.22943,0.95544,0.57386,0.4052,0.11132,0.15011,2016
Kazakhstan,KAZ,2017,10.48915031,10.60561203,18080023,,59,60,Kazakhstan,Central and Eastern Europe,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.119282886,0.201964423,2017
Kazakhstan,KAZ,2018,10.49246641,10.5914635,18319616,,59,60,Kazakhstan,Central and Eastern Europe,5.79,1.143,1.516,0.631,0.454,0.121,0.148,2018
Kazakhstan,KAZ,2019,10.49807338,10.56920994,18551428,,59,60,Kazakhstan,Central and Eastern Europe,5.809,1.173,1.508,0.729,0.41,0.096,0.146,2019
Kenya,KEN,2015,11.97700002,12.71704163,47878339,Africa,124,125,Kenya,Sub-Saharan Africa,4.419,0.36471,0.99876,0.41435,0.42215,0.05839,0.37542,2015
Kenya,KEN,2016,11.95127377,12.71563845,49051531,,121,122,Kenya,Sub-Saharan Africa,4.356,0.52267,0.7624,0.30147,0.40576,0.06686,0.41328,2016
Kenya,KEN,2017,11.92998995,12.71584625,50221146,,111,112,Kenya,Sub-Saharan Africa,4.552999973,0.560479462,1.067950726,0.30998835,0.452763766,0.064641319,0.444860309,2017
Kenya,KEN,2018,11.92672907,12.70714635,51392570,,123,124,Kenya,Sub-Saharan Africa,4.41,0.493,1.048,0.454,0.504,0.055,0.352,2018
Kenya,KEN,2019,11.93395294,12.69227694,52573967,,120,121,Kenya,Sub-Saharan Africa,4.509,0.512,0.983,0.581,0.431,0.053,0.372,2019
Kosovo,OWID_KOS,2015,,,,Europe,68,69,Kosovo,Central and Eastern Europe,5.589,0.80148,0.81198,0.63132,0.24749,0.04741,0.2831,2015
Kuwait,KWT,2015,13.24769146,14.87638025,3835588,Asia,38,39,Kuwait,Middle East and Northern Africa,6.295,1.55422,1.16594,0.72492,0.55499,0.25609,0.16228,2015
Kuwait,KWT,2016,13.24693562,14.87235472,3956862,,40,41,Kuwait,Middle East and Northern Africa,6.239,1.61714,0.87758,0.63569,0.43166,0.23669,0.15965,2016
Kuwait,KWT,2017,13.24057629,14.86479323,4056102,,38,39,Kuwait,Middle East and Northern Africa,6.105000019,1.632952452,1.259698749,0.632105708,0.496337593,0.21515955,0.228289798,2017
Kuwait,KWT,2018,13.25391257,14.90669349,4137314,,44,45,Kuwait,Middle East and Northern Africa,6.083,1.474,1.301,0.675,0.554,0.106,0.167,2018
Kuwait,KWT,2019,13.27407649,14.9919359,4207077,,50,51,Kuwait,Middle East and Northern Africa,6.021,1.5,1.319,0.808,0.493,0.097,0.142,2019
Kyrgyzstan,KGZ,2015,11.30208759,11.22485838,5959126,Asia,76,77,Kyrgyzstan,Central and Eastern Europe,5.286,0.47428,1.15115,0.65088,0.43477,0.04232,0.3003,2015
Kyrgyzstan,KGZ,2016,11.28380771,11.19672457,6074327,,84,85,Kyrgyzstan,Central and Eastern Europe,5.185,0.56044,0.95434,0.55449,0.40212,0.04762,0.38432,2016
Kyrgyzstan,KGZ,2017,11.26912955,11.16889258,6189727,,97,98,Kyrgyzstan,Central and Eastern Europe,5.004000187,0.596220076,1.394238591,0.553457797,0.454943389,0.039439179,0.428580374,2017
Kyrgyzstan,KGZ,2018,11.25693914,11.15572774,6304025,,91,92,Kyrgyzstan,Central and Eastern Europe,5.131,0.53,1.416,0.594,0.54,0.035,0.281,2018
Kyrgyzstan,KGZ,2019,11.24777118,11.14928891,6415851,,85,86,Kyrgyzstan,Central and Eastern Europe,5.261,0.551,1.438,0.723,0.508,0.023,0.3,2019
Laos,LAO,2015,11.66770341,12.40277891,6741160,Asia,98,99,Laos,Southeastern Asia,4.876,0.59066,0.73803,0.54909,0.59591,0.24249,0.42192,2015
Laos,LAO,2016,11.64836057,12.39956752,6845848,,101,102,Laos,Southeastern Asia,4.876,0.68042,0.5497,0.38291,0.52168,0.22423,0.43079,2016
Laos,LAO,2018,11.64533786,12.38791078,7061498,,109,110,Laos,Southeastern Asia,4.623,0.72,1.034,0.441,0.626,0.174,0.23,2018
Laos,LAO,2019,11.6819671,12.37270949,7169456,,104,105,Laos,Southeastern Asia,4.796,0.764,1.03,0.551,0.547,0.164,0.266,2019
Latvia,LVA,2015,12.28037276,12.82430806,1997675,Europe,88,89,Latvia,Central and Eastern Europe,5.098,1.11312,1.09562,0.72437,0.29671,0.06332,0.18226,2015
Latvia,LVA,2016,12.27942368,12.81850278,1974265,,67,68,Latvia,Central and Eastern Europe,5.56,1.21788,0.95025,0.63952,0.27996,0.0889,0.17445,2016
Latvia,LVA,2017,12.27579848,12.80666682,1951097,,53,54,Latvia,Central and Eastern Europe,5.849999905,1.260748625,1.404714942,0.638566971,0.325707912,0.073842727,0.153074786,2017
Latvia,LVA,2018,12.26193126,12.81548853,1928461,,52,53,Latvia,Central and Eastern Europe,5.933,1.148,1.454,0.671,0.363,0.066,0.092,2018
Latvia,LVA,2019,12.23474225,12.84890464,1906740,,52,53,Latvia,Central and Eastern Europe,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2019
Lebanon,LBN,2015,15.7947462,18.38704948,6532681,Asia,102,103,Lebanon,Middle East and Northern Africa,4.839,1.02564,0.80001,0.83947,0.33916,0.04582,0.21854,2015
Lebanon,LBN,2016,15.7678528,18.3525363,6714281,,92,93,Lebanon,Middle East and Northern Africa,5.129,1.12268,0.64184,0.76171,0.26228,0.03061,0.23693,2016
Lebanon,LBN,2017,15.71020986,18.29205819,6819373,,87,88,Lebanon,Middle East and Northern Africa,5.224999905,1.074987531,1.129624248,0.735081077,0.288515985,0.03751383,0.264450759,2017
Lebanon,LBN,2018,15.52343163,18.02284446,6859408,,79,80,Lebanon,Middle East and Northern Africa,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2018
Lebanon,LBN,2019,15.16497565,17.50246647,6855709,,90,91,Lebanon,Middle East and Northern Africa,5.197,0.987,1.224,0.815,0.216,0.027,0.166,2019
Lesotho,LSO,2015,12.52705256,13.85855405,2059011,Africa,96,97,Lesotho,Sub-Saharan Africa,4.898,0.37545,1.04103,0.07612,0.31767,0.12504,0.16388,2015
Lesotho,LSO,2017,12.51481033,13.89481955,2091532,,138,139,Lesotho,Sub-Saharan Africa,3.808000088,0.521021247,1.190095186,0,0.390661299,0.11909464,0.157497272,2017
Lesotho,LSO,2018,12.51217701,13.89960619,2108327,,140,141,Lesotho,Sub-Saharan Africa,3.808,0.472,1.215,0.079,0.423,0.112,0.116,2018
Lesotho,LSO,2019,12.51096335,13.90663623,2125267,,143,144,Lesotho,Sub-Saharan Africa,3.802,0.489,1.169,0.168,0.359,0.093,0.107,2019
Liberia,LBR,2015,11.19182509,14.37383113,4472229,Africa,115,116,Liberia,Sub-Saharan Africa,4.571,0.0712,0.78968,0.34201,0.28531,0.06232,0.24362,2015
Liberia,LBR,2016,11.17280265,14.37795849,4586788,,149,150,Liberia,Sub-Saharan Africa,3.622,0.10706,0.50353,0.23165,0.25748,0.04852,0.24063,2016
Liberia,LBR,2017,11.16583826,14.3803849,4702224,,147,148,Liberia,Sub-Saharan Africa,3.532999992,0.119041793,0.872117937,0.229918197,0.332881182,0.038948249,0.266549885,2017
Liberia,LBR,2018,11.21019595,14.16308606,4818976,,148,149,Liberia,Sub-Saharan Africa,3.495,0.076,0.858,0.267,0.419,0.03,0.206,2018
Liberia,LBR,2019,11.31541946,13.69487857,4937374,,140,141,Liberia,Sub-Saharan Africa,3.975,0.073,0.922,0.443,0.37,0.033,0.233,2019
Libya,LBY,2015,14.4150743,15.94747047,6418315,Africa,62,63,Libya,Middle East and Northern Africa,5.754,1.13145,1.11862,0.7038,0.41668,0.11023,0.18295,2015
Libya,LBY,2016,14.47900053,15.99029509,6492160,,66,67,Libya,Middle East and Northern Africa,5.615,1.06688,0.95076,0.52304,0.40672,0.10339,0.17087,2016
Libya,LBY,2017,14.53514224,16.03068778,6580723,,67,68,Libya,Middle East and Northern Africa,5.525000095,1.101803064,1.35756433,0.52016902,0.46573323,0.09261021,0.152073666,2017
Libya,LBY,2018,14.58751872,16.09171789,6678565,,69,70,Libya,Middle East and Northern Africa,5.566,0.985,1.35,0.553,0.496,0.148,0.116,2018
Libya,LBY,2019,14.63647408,16.18715854,6777453,,71,72,Libya,Middle East and Northern Africa,5.525,1.044,1.303,0.673,0.416,0.152,0.133,2019
Lithuania,LTU,2015,12.63371362,13.64738099,2931872,Europe,55,56,Lithuania,Central and Eastern Europe,5.833,1.14723,1.25745,0.73128,0.21342,0.01031,0.02641,2015
Lithuania,LTU,2016,12.66370656,13.66907562,2889555,,59,60,Lithuania,Central and Eastern Europe,5.813,1.2692,1.06411,0.64674,0.18929,0.0182,0.02025,2016
Lithuania,LTU,2017,12.69366658,13.68426448,2845419,,51,52,Lithuania,Central and Eastern Europe,5.90199995,1.314582348,1.473516107,0.62894994,0.234231785,0.011865643,0.010164657,2017
Lithuania,LTU,2018,12.68667156,13.66131414,2801270,,49,50,Lithuania,Central and Eastern Europe,5.952,1.197,1.527,0.716,0.35,0.006,0.026,2018
Lithuania,LTU,2019,12.68135527,13.62998209,2759631,,41,42,Lithuania,Central and Eastern Europe,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2019
Luxembourg,LUX,2015,14.13763124,15.66107233,566741,Europe,16,17,Luxembourg,Western Europe,6.946,1.56391,1.21963,0.91894,0.61583,0.37798,0.28034,2015
Luxembourg,LUX,2016,14.14020487,15.62911477,579266,,19,20,Luxembourg,Western Europe,6.871,1.69752,1.03999,0.84542,0.5487,0.35329,0.27571,2016
Luxembourg,LUX,2017,14.14508304,15.59800762,591914,,17,18,Luxembourg,Western Europe,6.862999916,1.741943598,1.457583666,0.845089495,0.596627891,0.318834424,0.283180982,2017
Luxembourg,LUX,2018,14.14645209,15.59986985,604244,,16,17,Luxembourg,Western Europe,6.91,1.576,1.52,0.896,0.632,0.321,0.196,2018
Luxembourg,LUX,2019,14.14484856,15.61955148,615730,,13,14,Luxembourg,Western Europe,7.09,1.609,1.479,1.012,0.526,0.316,0.194,2019
Madagascar,MDG,2015,12.49192723,13.40480444,24234080,Africa,146,147,Madagascar,Sub-Saharan Africa,3.681,0.20824,0.66801,0.46721,0.19184,0.08124,0.21333,2015
Madagascar,MDG,2016,12.51770841,13.43666753,24894370,,147,148,Madagascar,Sub-Saharan Africa,3.695,0.27954,0.46115,0.37109,0.13684,0.07506,0.2204,2016
Madagascar,MDG,2017,12.54058413,13.47012323,25570511,,143,144,Madagascar,Sub-Saharan Africa,3.644000053,0.305808693,0.913020372,0.375223309,0.189196765,0.067231975,0.20873253,2017
Madagascar,MDG,2018,12.56191972,13.4665658,26262313,,142,143,Madagascar,Sub-Saharan Africa,3.774,0.262,0.908,0.402,0.221,0.049,0.155,2018
Madagascar,MDG,2019,12.58775183,13.44983826,26969306,,142,143,Madagascar,Sub-Saharan Africa,3.933,0.274,0.916,0.555,0.148,0.041,0.169,2019
Malawi,MWI,2015,12.01531074,12.84322718,16745305,Africa,130,131,Malawi,Sub-Saharan Africa,4.292,0.01604,0.41134,0.22562,0.43054,0.06977,0.33128,2015
Malawi,MWI,2016,12.01945399,12.86409053,17205253,,131,132,Malawi,Sub-Saharan Africa,4.156,0.08709,0.147,0.29364,0.4143,0.07564,0.30968,2016
Malawi,MWI,2017,12.02235077,12.87818495,17670193,,135,136,Malawi,Sub-Saharan Africa,3.970000029,0.233442038,0.512568831,0.315089583,0.466914654,0.072711654,0.28717047,2017
Malawi,MWI,2018,12.02687986,12.87415421,18143215,,146,147,Malawi,Sub-Saharan Africa,3.587,0.186,0.541,0.306,0.531,0.08,0.21,2018
Malawi,MWI,2019,12.04351739,12.85464959,18628749,,149,150,Malawi,Sub-Saharan Africa,3.41,0.191,0.56,0.495,0.443,0.089,0.218,2019
Malaysia,MYS,2015,11.32156253,13.14631637,30270965,Asia,60,61,Malaysia,Southeastern Asia,5.77,1.12486,1.07023,0.72394,0.53024,0.10501,0.33075,2015
Malaysia,MYS,2016,11.30590889,13.1580062,30684652,,46,47,Malaysia,Southeastern Asia,6.005,1.25142,0.88025,0.62366,0.39031,0.09081,0.41474,2016
Malaysia,MYS,2017,11.29537336,13.15997366,31104655,,41,42,Malaysia,Southeastern Asia,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.065600708,0.41660893,2017
Malaysia,MYS,2018,11.31890855,13.14780162,31528033,,34,35,Malaysia,Southeastern Asia,6.322,1.161,1.258,0.669,0.356,0.059,0.311,2018
Malaysia,MYS,2019,11.36550636,13.12667748,31949789,,79,80,Malaysia,Southeastern Asia,5.339,1.221,1.171,0.828,0.508,0.024,0.26,2019
Mali,MLI,2015,10.26579354,10.70725593,17438772,Africa,137,138,Mali,Sub-Saharan Africa,3.995,0.26074,1.03526,0.20583,0.38857,0.12352,0.18798,2015
Mali,MLI,2016,10.27423677,10.73386676,17965448,,134,135,Mali,Sub-Saharan Africa,4.073,0.31292,0.86333,0.16347,0.27544,0.13647,0.21064,2016
Mali,MLI,2017,10.29286008,10.76174688,18512429,,126,127,Mali,Sub-Saharan Africa,4.190000057,0.476180494,1.281473398,0.169365674,0.306613743,0.104970247,0.183354199,2017
Mali,MLI,2018,10.31346547,10.77465525,19077755,,117,118,Mali,Sub-Saharan Africa,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2018
Mali,MLI,2019,10.35357152,10.78711311,19658023,,127,128,Mali,Sub-Saharan Africa,4.39,0.385,1.105,0.308,0.327,0.052,0.153,2019
Malta,MLT,2015,14.72327701,16.56017587,433559,Europe,36,37,Malta,Western Europe,6.302,1.2074,1.30203,0.88721,0.60365,0.13586,0.51752,2015
Malta,MLT,2016,14.70153394,16.52625983,436099,,29,30,Malta,Western Europe,6.488,1.30782,1.09879,0.80315,0.54994,0.17554,0.56237,2016
Malta,MLT,2017,14.68349308,16.48968432,437935,,26,27,Malta,Western Europe,6.52699995,1.343279839,1.488411665,0.821944237,0.588767052,0.153066069,0.574730575,2017
Malta,MLT,2018,14.69757221,16.53882272,439255,,21,22,Malta,Western Europe,6.627,1.27,1.525,0.884,0.645,0.142,0.376,2018
Malta,MLT,2019,14.72752042,16.66480353,440377,,21,22,Malta,Western Europe,6.726,1.3,1.52,0.999,0.564,0.151,0.375,2019
Mauritania,MRT,2015,10.64846279,10.43408287,4046304,Africa,123,124,Mauritania,Sub-Saharan Africa,4.436,0.45407,0.86908,0.35874,0.24232,0.17461,0.219,2015
Mauritania,MRT,2016,10.66559705,10.43769611,4163532,,129,130,Mauritania,Sub-Saharan Africa,4.201,0.61391,0.84142,0.28639,0.1268,0.17955,0.22686,2016
Mauritania,MRT,2017,10.67862351,10.44228906,4282582,,122,123,Mauritania,Sub-Saharan Africa,4.291999817,0.648457289,1.27203083,0.28534928,0.096098043,0.136957005,0.201870024,2017
Mauritania,MRT,2018,10.69000046,10.45144311,4403312,,125,126,Mauritania,Sub-Saharan Africa,4.356,0.557,1.245,0.292,0.129,0.093,0.134,2018
Mauritania,MRT,2019,10.70227723,10.4569088,4525698,,121,122,Mauritania,Sub-Saharan Africa,4.49,0.57,1.167,0.489,0.066,0.088,0.106,2019
Mauritius,MUS,2015,10.91314268,12.86573113,1259457,Africa,70,71,Mauritius,Sub-Saharan Africa,5.477,1.00761,0.98521,0.7095,0.56066,0.07521,0.37744,2015
Mauritius,MUS,2016,10.88640591,12.82202617,1261870,,65,66,Mauritius,Sub-Saharan Africa,5.648,1.14372,0.75695,0.66189,0.46145,0.05203,0.36951,2016
Mauritius,MUS,2017,10.86388258,12.78615841,1264497,,63,64,Mauritius,Sub-Saharan Africa,5.629000187,1.189395547,1.20956099,0.638007462,0.491247326,0.042181555,0.360933751,2017
Mauritius,MUS,2018,10.86579602,12.77447757,1267184,,54,55,Mauritius,Sub-Saharan Africa,5.891,1.09,1.387,0.684,0.584,0.05,0.245,2018
Mauritius,MUS,2019,10.88702509,12.76821496,1269670,,56,57,Mauritius,Sub-Saharan Africa,5.888,1.12,1.402,0.798,0.498,0.06,0.215,2019
Mexico,MEX,2015,11.28272995,12.96506617,121858251,North America,13,14,Mexico,Latin America and Caribbean,7.187,1.02054,0.91451,0.81444,0.48181,0.21312,0.14074,2015
Mexico,MEX,2016,11.31518746,12.9894736,123333379,,20,21,Mexico,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.18355,0.11735,2016
Mexico,MEX,2017,11.34820978,13.01730275,124777326,,24,25,Mexico,Latin America and Caribbean,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.132774115,0.120990433,2017
Mexico,MEX,2018,11.35775964,13.01986905,126190782,,23,24,Mexico,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.095,0.069,2018
Mexico,MEX,2019,11.36561693,13.01980875,127575529,,22,23,Mexico,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.073,0.074,2019
Moldova,MDA,2015,12.52153283,13.13283701,4070705,Europe,51,52,Moldova,Central and Eastern Europe,5.889,0.59448,1.01528,0.61826,0.32818,0.01615,0.20951,2015
Moldova,MDA,2016,12.49883171,13.10284251,4066013,,54,55,Moldova,Central and Eastern Europe,5.897,0.69177,0.83132,0.52309,0.25202,0.01903,0.19997,2016
Moldova,MDA,2017,12.47811037,13.0831416,4059687,,55,56,Moldova,Central and Eastern Europe,5.837999821,0.72887063,1.251825571,0.589465201,0.240729049,0.010091286,0.208779126,2017
Moldova,MDA,2018,12.45293872,13.06237818,4051950,,66,67,Moldova,Central and Eastern Europe,5.64,0.657,1.301,0.62,0.232,0,0.171,2018
Moldova,MDA,2019,12.42906845,13.04033859,4043258,,70,71,Moldova,Central and Eastern Europe,5.529,0.685,1.328,0.739,0.245,0,0.181,2019
Mongolia,MNG,2015,11.00078143,11.15328594,2998433,Asia,99,100,Mongolia,Eastern Asia,4.874,0.82819,1.3006,0.60268,0.43626,0.02666,0.3323,2015
Mongolia,MNG,2016,11.08907444,11.26296947,3056358,,100,101,Mongolia,Eastern Asia,4.907,0.98853,1.08983,0.55469,0.35972,0.03285,0.34539,2016
Mongolia,MNG,2017,11.17897497,11.37570136,3113788,,99,100,Mongolia,Eastern Asia,4.954999924,1.027235866,1.493011236,0.557783484,0.394143969,0.032902289,0.33846423,2017
Mongolia,MNG,2018,11.15730044,11.35379197,3170214,,93,94,Mongolia,Eastern Asia,5.125,0.914,1.517,0.575,0.395,0.032,0.253,2018
Mongolia,MNG,2019,11.10984475,11.29724324,3225166,,82,83,Mongolia,Eastern Asia,5.285,0.948,1.531,0.667,0.317,0.038,0.235,2019
Montenegro,MNE,2015,10.88555056,12.29825014,626957,Europe,82,82,Montenegro,Central and Eastern Europe,5.192,0.97438,0.90557,0.72521,0.1826,0.14296,0.1614,2015
Montenegro,MNE,2016,10.87775276,12.29561449,627271,,87,88,Montenegro,Central and Eastern Europe,5.161,1.07838,0.74173,0.63533,0.15111,0.12721,0.17191,2016
Montenegro,MNE,2017,10.87480069,12.29243299,627563,,82,83,Montenegro,Central and Eastern Europe,5.236999989,1.121129036,1.238376498,0.667464674,0.194989055,0.088174194,0.197911024,2017
Montenegro,MNE,2018,10.8625299,12.29815776,627803,,80,81,Montenegro,Central and Eastern Europe,5.347,1.017,1.279,0.729,0.259,0.081,0.111,2018
Montenegro,MNE,2019,10.83326523,12.30939409,627988,,72,73,Montenegro,Central and Eastern Europe,5.523,1.051,1.361,0.871,0.197,0.08,0.142,2019
Morocco,MAR,2015,14.96986075,16.54074556,34663608,Africa,91,92,Morocco,Middle East and Northern Africa,5.013,0.73479,0.64095,0.60954,0.41691,0.08546,0.07172,2015
Morocco,MAR,2016,14.95525017,16.51330241,35126274,,89,90,Morocco,Middle East and Northern Africa,5.151,0.84058,0.38595,0.59471,0.25646,0.08404,0.04053,2016
Morocco,MAR,2017,14.94029766,16.48680588,35581257,,83,84,Morocco,Middle East and Northern Africa,5.235000134,0.878114581,0.774864435,0.597710669,0.408158332,0.087763183,0.032209955,2017
Morocco,MAR,2018,14.92168611,16.49317761,36029089,,84,85,Morocco,Middle East and Northern Africa,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2018
Morocco,MAR,2019,14.90418028,16.54138034,36471766,,88,89,Morocco,Middle East and Northern Africa,5.208,0.801,0.782,0.782,0.418,0.076,0.036,2019
Mozambique,MOZ,2015,12.87187153,13.69885442,27042001,Africa,93,94,Mozambique,Sub-Saharan Africa,4.971,0.08308,1.02626,0.09131,0.34037,0.15603,0.22269,2015
Mozambique,MOZ,2017,12.8372194,13.69705742,28649007,,112,113,Mozambique,Sub-Saharan Africa,4.550000191,0.23430565,0.870701015,0.106654435,0.480791092,0.179436386,0.322228104,2017
Mozambique,MOZ,2018,12.85544659,13.70117269,29496009,,122,123,Mozambique,Sub-Saharan Africa,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2018
Mozambique,MOZ,2019,12.90504622,13.71279776,30366043,,122,123,Mozambique,Sub-Saharan Africa,4.466,0.204,0.986,0.39,0.494,0.138,0.197,2019
Myanmar,MMR,2015,10.38203856,11.41330565,52680724,Asia,128,129,Myanmar,Southeastern Asia,4.307,0.27108,0.70905,0.48246,0.44017,0.19034,0.79588,2015
Myanmar,MMR,2016,10.34123087,11.38592691,53045199,,118,119,Myanmar,Southeastern Asia,4.395,0.34112,0.69981,0.3988,0.42692,0.20243,0.81971,2016
Myanmar,MMR,2017,10.30478089,11.36340497,53382521,,113,114,Myanmar,Southeastern Asia,4.545000076,0.36711055,1.123235941,0.397522569,0.514492035,0.188816205,0.838075161,2017
Myanmar,MMR,2018,10.29560623,11.34870664,53708318,,129,130,Myanmar,Southeastern Asia,4.308,0.682,1.174,0.429,0.58,0.178,0.598,2018
Myanmar,MMR,2019,10.30248345,11.34759333,54045422,,130,131,Myanmar,Southeastern Asia,4.36,0.71,1.181,0.555,0.525,0.172,0.566,2019
Namibia,NAM,2016,10.92940931,11.18058081,2358044,,112,113,Namibia,Sub-Saharan Africa,4.574,0.93287,0.70362,0.34745,0.48614,0.10398,0.07795,2016
Namibia,NAM,2017,10.92889101,11.19034531,2402623,,110,111,Namibia,-,4.573999882,0.964434326,1.098470807,0.338611811,0.520303547,0.093146972,0.077133745,2017
Namibia,NAM,2018,10.94124999,11.17795585,2448300,,118,119,Namibia,-,4.441,0.874,1.281,0.365,0.519,0.064,0.051,2018
Namibia,NAM,2019,10.96656362,11.14809937,2494524,,112,113,Namibia,-,4.639,0.879,1.313,0.477,0.401,0.056,0.07,2019
Nepal,NPL,2015,13.65016638,13.9334395,27015033,Asia,120,121,Nepal,Southern Asia,4.514,0.35997,0.86449,0.56874,0.38282,0.05907,0.32296,2015
Nepal,NPL,2016,13.62557832,13.9211902,27263430,,106,107,Nepal,Southern Asia,4.793,0.44626,0.69699,0.50073,0.37012,0.07008,0.3816,2016
Nepal,NPL,2017,13.60522945,13.92491748,27632682,,98,99,Nepal,Southern Asia,4.961999893,0.479820192,1.179283261,0.504130781,0.440305948,0.072975546,0.394096166,2017
Nepal,NPL,2018,13.59603648,13.93062562,28095712,,100,101,Nepal,Southern Asia,4.88,0.425,1.228,0.539,0.526,0.078,0.302,2018
Nepal,NPL,2019,13.59776988,13.96047603,28608715,,99,100,Nepal,Southern Asia,4.913,0.446,1.226,0.677,0.439,0.089,0.285,2019
Netherlands,NLD,2015,15.80762851,17.49980532,16938492,Europe,6,7,Netherlands,Western Europe,7.378,1.32944,1.28017,0.89284,0.61576,0.31814,0.4761,2015
Netherlands,NLD,2016,15.75155017,17.4053135,16981285,,6,7,Netherlands,Western Europe,7.339,1.46468,1.02912,0.81231,0.55211,0.29927,0.47416,2016
Netherlands,NLD,2017,15.69578989,17.31237311,17021343,,5,6,Netherlands,Western Europe,7.376999855,1.503944635,1.428939223,0.810696125,0.585384488,0.282661825,0.47048983,2017
Netherlands,NLD,2018,15.71627376,17.31971772,17059560,,5,6,Netherlands,Western Europe,7.441,1.361,1.488,0.878,0.638,0.295,0.333,2018
Netherlands,NLD,2019,15.76274533,17.34892285,17097123,,4,5,Netherlands,Western Europe,7.488,1.396,1.522,0.999,0.557,0.298,0.322,2019
New Zealand,NZL,2015,17.82816873,20.07448084,4614527,Oceania,8,9,New Zealand,Australia and New Zealand,7.286,1.25018,1.31967,0.90837,0.63938,0.42922,0.47501,2015
New Zealand,NZL,2016,17.81498749,20.08257799,4659265,,7,8,New Zealand,Australia and New Zealand,7.334,1.36066,1.17278,0.83096,0.58147,0.41904,0.49401,2016
New Zealand,NZL,2017,17.79034887,20.08489341,4702029,,7,8,New Zealand,Australia and New Zealand,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.382816702,0.500005126,2017
New Zealand,NZL,2018,17.78644478,20.10143275,4743131,,7,8,New Zealand,Australia and New Zealand,7.324,1.268,1.601,0.876,0.669,0.389,0.365,2018
New Zealand,NZL,2019,17.7709644,20.13083635,4783062,,7,8,New Zealand,Australia and New Zealand,7.307,1.303,1.557,1.026,0.585,0.38,0.33,2019
Nicaragua,NIC,2015,12.71838504,13.68526507,6223234,North America,56,57,Nicaragua,Latin America and Caribbean,5.828,0.59325,1.14184,0.74314,0.55475,0.19317,0.27815,2015
Nicaragua,NIC,2016,12.73863452,13.70831037,6303970,,47,48,Nicaragua,Latin America and Caribbean,5.992,0.69384,0.89521,0.65213,0.46582,0.16292,0.29773,2016
Nicaragua,NIC,2017,12.74536894,13.72183549,6384843,,42,43,Nicaragua,Latin America and Caribbean,6.071000099,0.737299204,1.28721571,0.653095961,0.447551847,0.130687982,0.301674217,2017
Nicaragua,NIC,2018,12.74606809,13.71106182,6465502,,40,41,Nicaragua,Latin America and Caribbean,6.141,0.668,1.319,0.7,0.527,0.128,0.208,2018
Nicaragua,NIC,2019,12.73926537,13.68129282,6545503,,44,45,Nicaragua,Latin America and Caribbean,6.105,0.694,1.325,0.835,0.435,0.127,0.2,2019
